route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),2024-07-17 20:00:00,08h 25m,2024-07-18 04:25:00,3.6,473.0,8
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:31:00,09h 05m,2024-07-18 06:36:00,3.2,640.0,24
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:12:00,09h 24m,2024-07-18 07:36:00,2.7,640.0,18
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 574,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:00:00,10h 30m,2024-07-18 09:30:00,3.7,469.0,12
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:30:00,10h 05m,2024-07-18 09:35:00,3.9,469.0,14
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 23:41:00,09h 24m,2024-07-18 09:05:00,3.8,627.0,18
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,09h 00m,2024-07-18 07:30:00,4.4,700.0,9
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 21:45:00,08h 25m,2024-07-18 06:10:00,4.2,649.0,6
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),2024-07-17 22:45:00,08h 45m,2024-07-18 07:30:00,4.1,900.0,3
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:10:00,10h 35m,2024-07-18 06:45:00,4.3,785.0,6
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,09h 00m,2024-07-18 07:30:00,4.0,899.0,11
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),2024-07-17 19:15:00,11h 15m,2024-07-18 06:30:00,4.2,1000.0,12
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,09h 00m,2024-07-18 07:30:00,3.9,850.0,12
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,08h 15m,2024-07-18 06:30:00,4.0,649.0,3
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),2024-07-17 22:45:00,07h 45m,2024-07-18 06:30:00,3.8,699.0,14
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 22:00:00,09h 05m,2024-07-18 07:05:00,3.8,800.0,8
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,08h 30m,2024-07-18 05:30:00,3.8,899.0,15
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,08h 45m,2024-07-18 06:30:00,3.6,900.0,19
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DA Transports,A/C Sleeper (2+1),2024-07-17 21:45:00,09h 15m,2024-07-18 07:00:00,3.5,648.0,16
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,09h 45m,2024-07-18 06:45:00,3.2,500.0,20
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),2024-07-17 21:15:00,08h 30m,2024-07-18 05:45:00,4.3,849.0,14
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,2024-07-17 22:05:00,09h 00m,2024-07-18 07:05:00,3.5,599.0,29
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 20:45:00,10h 00m,2024-07-18 06:45:00,2.7,650.0,22
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 23:45:00,08h 15m,2024-07-18 08:00:00,2.2,890.0,19
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:30:00,08h 15m,2024-07-18 06:45:00,4.1,699.0,10
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,10h 30m,2024-07-18 07:30:00,3.7,648.0,27
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 19:15:00,10h 00m,2024-07-18 05:15:00,3.5,700.0,18
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),2024-07-17 22:00:00,08h 30m,2024-07-18 06:30:00,3.2,740.0,19
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,2024-07-17 20:30:00,09h 30m,2024-07-18 06:00:00,3.4,650.0,15
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),2024-07-17 22:20:00,08h 40m,2024-07-18 07:00:00,1.0,1499.0,31
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),2024-07-17 22:45:00,08h 30m,2024-07-18 07:15:00,3.7,2290.0,23
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 564,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:12:00,04h 39m,2024-07-18 00:51:00,4.1,309.0,5
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,2024-07-17 20:30:00,05h 14m,2024-07-18 01:44:00,3.2,383.0,12
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,2024-07-17 22:30:00,05h 10m,2024-07-18 03:40:00,3.0,383.0,7
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),2024-07-17 23:05:00,05h 35m,2024-07-18 04:40:00,3.8,269.0,29
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 407,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:25:00,04h 30m,2024-07-18 03:55:00,3.2,299.0,5
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),2024-07-17 21:00:00,04h 30m,2024-07-18 01:30:00,3.7,450.0,13
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,EMERALD TRAVELS,A/C Sleeper (2+1),2024-07-17 21:56:00,04h 44m,2024-07-18 02:40:00,3.1,900.0,7
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,BLM Transports,A/C Sleeper (2+1),2024-07-17 22:00:00,04h 45m,2024-07-18 02:45:00,3.9,912.0,8
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:15:00,03h 30m,2024-07-18 01:45:00,3.1,750.0,19
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:30:00,02h 59m,2024-07-18 01:29:00,3.6,750.0,18
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:30:00,03h 45m,2024-07-18 03:15:00,3.2,900.0,14
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Sonia Travels,A/C Seater/Sleeper (2+1),2024-07-17 23:30:00,04h 59m,2024-07-18 04:29:00,4.2,600.0,22
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Sonia Travels,A/C Semi Sleeper (2+2),2024-07-17 23:45:00,03h 45m,2024-07-18 03:30:00,4.2,600.0,28
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Surya Connect,Volvo A/C Semi Sleeper (2+2),2024-07-17 23:55:00,05h 20m,2024-07-18 05:15:00,4.7,580.0,20
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Cochin Express,A/C Seater Push Back (2+2),2024-07-17 23:55:00,05h 50m,2024-07-18 05:45:00,3.9,650.0,41
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),2024-07-17 23:59:00,06h 16m,2024-07-18 06:15:00,3.6,667.0,8
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Cochin Express,A/C Sleeper (2+1),2024-07-17 23:59:00,05h 46m,2024-07-18 05:45:00,4.2,807.0,6
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 20:05:00,03h 54m,2024-07-17 23:59:00,2.8,550.0,13
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Shajees Motors,A/C Semi Sleeper (2+2),2024-07-17 22:30:00,04h 35m,2024-07-18 03:05:00,2.6,530.0,31
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:05:00,04h 10m,2024-07-18 03:15:00,2.8,849.0,5
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 23:15:00,03h 55m,2024-07-18 03:10:00,1.8,850.0,4
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kalpaka Travels 1,A/C Semi Sleeper (2+2),2024-07-17 23:59:00,05h 01m,2024-07-18 05:00:00,2.4,600.0,19
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Arya Travels,A/C Sleeper (2+1),2024-07-17 23:59:00,05h 31m,2024-07-18 05:30:00,2.9,799.0,7
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-17 23:59:00,05h 01m,2024-07-18 05:00:00,2.7,849.0,5
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Arya Travels,Volvo A/C Semi Sleeper (2+2),2024-07-17 23:59:00,05h 31m,2024-07-18 05:30:00,2.9,599.0,13
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Sleeper (2+1),2024-07-17 22:20:00,04h 15m,2024-07-18 02:35:00,4.0,999.0,1
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Atlas Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-17 22:00:00,05h 15m,2024-07-18 03:15:00,2.8,3500.0,49
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:02:00,09h 19m,2024-07-18 05:21:00,3.7,640.0,1
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1584,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:29:00,09h 09m,2024-07-18 06:38:00,3.8,640.0,6
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:06:00,08h 35m,2024-07-18 06:41:00,3.5,640.0,3
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,08h 30m,2024-07-18 06:00:00,4.4,700.0,9
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Sleeper (2+1),2024-07-17 20:00:00,10h 00m,2024-07-18 06:00:00,4.2,950.0,18
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,VE A/C Sleeper (2+1),2024-07-17 21:16:00,09h 14m,2024-07-18 06:30:00,4.2,899.0,16
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:30:00,09h 45m,2024-07-18 06:15:00,3.8,785.0,8
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DLT BUS,A/C Sleeper (2+1),2024-07-17 21:45:00,08h 45m,2024-07-18 06:30:00,4.0,899.0,13
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:00:00,09h 15m,2024-07-18 07:15:00,4.0,850.0,15
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Silver Line Travels,NON A/C Semi Sleeper (2+2),2024-07-17 20:30:00,09h 15m,2024-07-18 05:45:00,4.3,599.0,15
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,NON A/C Sleeper (2+1),2024-07-17 20:45:00,09h 30m,2024-07-18 06:15:00,3.9,699.0,4
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Sleeper (2+1),2024-07-17 21:30:00,09h 00m,2024-07-18 06:30:00,3.8,950.0,9
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,09h 00m,2024-07-18 06:30:00,3.7,550.0,13
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:30:00,09h 00m,2024-07-18 06:30:00,3.6,899.0,20
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 21:10:00,10h 05m,2024-07-18 07:15:00,3.4,850.0,12
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:15:00,10h 00m,2024-07-18 07:15:00,4.1,700.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,NON AC Seater / Sleeper 2+1,2024-07-17 20:15:00,09h 40m,2024-07-18 05:55:00,3.6,650.0,12
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Sam Tourist,NON AC Seater / Sleeper 2+1,2024-07-17 21:00:00,09h 30m,2024-07-18 06:30:00,3.8,599.0,29
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 20:31:00,10h 04m,2024-07-18 06:35:00,4.0,649.0,7
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SRS Travels,A/C Sleeper (2+1),2024-07-17 22:00:00,08h 30m,2024-07-18 06:30:00,2.9,833.0,10
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tours & Travels,A/C Sleeper (2+1),2024-07-17 21:00:00,09h 00m,2024-07-18 06:00:00,3.7,849.0,17
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 19:31:00,08h 59m,2024-07-18 04:30:00,3.9,649.0,6
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,08h 00m,2024-07-18 06:30:00,3.2,700.0,20
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 20:50:00,08h 45m,2024-07-18 05:35:00,2.2,600.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:00:00,09h 05m,2024-07-18 07:05:00,4.1,699.0,3
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,09h 00m,2024-07-18 06:00:00,4.1,700.0,23
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 22:00:00,09h 45m,2024-07-18 07:45:00,3.0,693.0,7
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,A/C Sleeper (2+1),2024-07-17 21:15:00,09h 00m,2024-07-18 06:15:00,3.9,2290.0,23
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 21:50:00,08h 55m,2024-07-18 06:45:00,3.7,739.0,10
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),2024-07-17 21:46:00,05h 24m,2024-07-18 03:10:00,4.3,269.0,33
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,KSRTC (Kerala) - 697,Super Fast Non AC Seater (2+3),2024-07-17 22:34:00,05h 01m,2024-07-18 03:35:00,3.6,231.0,34
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ubc travels,A/C Semi Sleeper (2+2),2024-07-17 20:40:00,04h 20m,2024-07-18 01:00:00,3.3,700.0,21
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ubc travels,A/C Seater/Sleeper (2+1),2024-07-17 20:45:00,06h 15m,2024-07-18 03:00:00,4.0,900.0,20
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kalpaka Travels 1,A/C Sleeper (2+1),2024-07-17 20:55:00,05h 35m,2024-07-18 02:30:00,5.0,800.0,16
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),2024-07-17 21:00:00,04h 45m,2024-07-18 01:45:00,4.2,480.0,10
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Adrin Travels,A/C Seater/Sleeper (2+1),2024-07-17 21:00:00,05h 00m,2024-07-18 02:00:00,4.9,700.0,17
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),2024-07-17 21:15:00,05h 05m,2024-07-18 02:20:00,4.4,667.0,26
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Cochin Express,A/C Sleeper (2+1),2024-07-17 21:15:00,05h 15m,2024-07-18 02:30:00,4.4,950.0,2
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),2024-07-17 21:30:00,05h 15m,2024-07-18 02:45:00,4.3,630.0,32
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),2024-07-17 21:30:00,04h 45m,2024-07-18 02:15:00,4.6,549.0,16
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Sonia Travels,A/C Semi Sleeper (2+2),2024-07-17 21:30:00,05h 00m,2024-07-18 02:30:00,3.8,499.0,19
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Sonia Travels,A/C Seater/Sleeper (2+1),2024-07-17 21:30:00,04h 59m,2024-07-18 02:29:00,3.8,700.0,12
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Sleeper (2+1),2024-07-17 21:40:00,04h 55m,2024-07-18 02:35:00,4.2,799.0,22
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,UFO Bus,A/C Semi Sleeper (2+2),2024-07-17 21:45:00,04h 05m,2024-07-18 01:50:00,3.7,499.0,25
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-17 21:45:00,05h 31m,2024-07-18 03:16:00,3.1,595.0,29
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Arya Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,05h 30m,2024-07-18 03:15:00,3.1,749.0,18
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,UFO Bus,A/C Seater Push Back (2+2),2024-07-17 21:45:00,04h 55m,2024-07-18 02:40:00,3.7,620.0,24
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Surya Connect,Volvo A/C Semi Sleeper (2+2),2024-07-17 22:00:00,04h 10m,2024-07-18 02:10:00,3.7,580.0,28
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kalpaka Travels 1,A/C Semi Sleeper (2+2),2024-07-17 22:00:00,05h 00m,2024-07-18 03:00:00,4.5,600.0,6
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Sleeper (2+1),2024-07-17 22:00:00,04h 45m,2024-07-18 02:45:00,4.8,799.0,20
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),2024-07-17 22:10:00,05h 25m,2024-07-18 03:35:00,3.9,549.0,1
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),2024-07-17 22:10:00,05h 25m,2024-07-18 03:35:00,3.0,549.0,32
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),2024-07-17 23:30:00,05h 00m,2024-07-18 04:30:00,3.5,700.0,20
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Blue Bird Travels,A/C Seater Push Back (2+2),2024-07-17 22:30:00,05h 00m,2024-07-18 03:30:00,2.6,599.0,2
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,A1 Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:45:00,04h 15m,2024-07-18 04:00:00,2.3,800.0,22
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 23:59:00,04h 31m,2024-07-18 04:30:00,2.4,900.0,21
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 23:59:00,05h 31m,2024-07-18 05:30:00,2.8,750.0,25
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 23:59:00,05h 01m,2024-07-18 05:00:00,2.6,700.0,20
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,2024-07-17 01:15:00,04h 45m,2024-07-18 06:00:00,2.8,650.0,1
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Galaxy Tours,A/C Semi Sleeper (2+2),2024-07-17 01:15:00,04h 45m,2024-07-18 06:00:00,2.3,600.0,22
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),2024-07-17 19:10:00,04h 35m,2024-07-17 23:45:00,4.2,1000.0,35
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),2024-07-17 22:40:00,05h 00m,2024-07-18 03:40:00,4.4,1149.0,2
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Sleeper (2+1),2024-07-17 23:59:00,04h 31m,2024-07-18 04:30:00,3.1,999.0,1
Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 22:10:00,05h 41m,2024-07-18 03:51:00,2.4,1000.0,17
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,KSRTC (Kerala) - 1584,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:29:00,06h 04m,2024-07-18 03:33:00,3.8,419.0,6
