route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Dharamshala (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),2024-07-18 19:00:00,04h 59m,2024-07-18 23:59:00,1.8,799.0,22
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1003,Ordinary 3+2 Non AC Seater,2024-07-18 14:30:00,11h 50m,2024-07-19 02:20:00,3.9,631.0,28
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1002,Ordinary 3+2 Non AC Seater,2024-07-18 15:00:00,12h 00m,2024-07-19 03:00:00,3.9,597.0,37
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1024,A/C Executive (2+3),2024-07-18 16:20:00,11h 55m,2024-07-19 04:15:00,4.2,642.0,36
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1001,A/C Executive (2+3),2024-07-18 17:15:00,10h 45m,2024-07-19 04:00:00,2.9,587.0,44
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 17:40:00,10h 20m,2024-07-19 04:00:00,3.9,1086.0,22
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1007,Ordinary 3+2 Non AC Seater,2024-07-18 19:00:00,10h 40m,2024-07-19 05:40:00,4.1,597.0,37
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,HRTC - 1028,A/C Executive (2+3),2024-07-18 20:15:00,11h 00m,2024-07-19 07:15:00,3.6,633.0,37
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,HRTC - 531,Ordinary 3+2 Non AC Seater,2024-07-18 17:50:00,13h 20m,2024-07-19 07:10:00,3.1,710.0,37
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 20:15:00,13h 15m,2024-07-19 09:30:00,4.2,1437.0,26
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,HRTC - 1422,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 21:30:00,13h 35m,2024-07-19 11:05:00,3.8,1437.0,23
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Travel Point,A/C Seater / Sleeper (2+2),2024-07-18 21:00:00,12h 51m,2024-07-19 09:51:00,2.6,1234.0,50
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-18 20:25:00,11h 40m,2024-07-19 08:05:00,4.3,1204.0,30
Delhi to Dalhousie,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,City Land Travels,A/C Seater/Sleeper (2+1),2024-07-18 18:00:00,13h 00m,2024-07-19 07:00:00,2.2,1204.0,27
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 531,Ordinary 3+2 Non AC Seater,2024-07-18 17:50:00,16h 10m,2024-07-19 10:00:00,3.9,796.0,36
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 590,A/C Executive (2+3),2024-07-18 19:00:00,15h 15m,2024-07-19 10:15:00,3.2,1007.0,32
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 20:15:00,15h 15m,2024-07-19 11:30:00,4.0,1589.0,26
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 578,Ordinary 3+2 Non AC Seater,2024-07-18 22:10:00,20h 25m,2024-07-19 18:35:00,1.9,862.0,31
Dalhousie to Delhi,https://www.redbus.in/bus-tickets/dalhousie-to-delhi,HRTC - 1421,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 14:55:00,15h 50m,2024-07-19 06:45:00,3.0,1447.0,31
Dalhousie to Delhi,https://www.redbus.in/bus-tickets/dalhousie-to-delhi,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 19:50:00,13h 10m,2024-07-19 09:00:00,3.9,1437.0,16
Dalhousie to Delhi,https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Travel Point,A/C Seater / Sleeper (2+2),2024-07-18 16:00:00,13h 20m,2024-07-19 05:20:00,2.6,1234.0,50
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 1,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 10:00:00,07h 30m,2024-07-18 17:30:00,4.5,721.0,24
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 109,A/C Executive (2+3),2024-07-18 10:40:00,08h 04m,2024-07-18 18:44:00,3.5,509.0,42
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 5,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 11:00:00,08h 15m,2024-07-18 19:15:00,3.8,721.0,32
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 102,Ordinary 3+2 Non AC Seater,2024-07-18 12:29:00,08h 21m,2024-07-18 20:50:00,3.9,404.0,37
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 2,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 12:30:00,07h 30m,2024-07-18 20:00:00,3.8,721.0,28
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 14:50:00,06h 55m,2024-07-18 21:45:00,4.3,696.0,34
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 104,A/C Executive (2+3),2024-07-18 19:31:00,08h 59m,2024-07-19 04:30:00,3.0,509.0,44
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 188,Ordinary 3+2 Non AC Seater,2024-07-18 20:36:00,08h 21m,2024-07-19 04:57:00,3.9,404.0,27
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 21:10:00,07h 50m,2024-07-19 05:00:00,4.4,721.0,27
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 22:30:00,07h 30m,2024-07-19 06:00:00,4.5,721.0,11
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 108,A/C Executive (2+3),2024-07-18 22:31:00,08h 21m,2024-07-19 06:52:00,3.4,509.0,44
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 130,Ordinary 3+2 Non AC Seater,2024-07-18 22:45:00,07h 30m,2024-07-19 06:15:00,2.2,404.0,26
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 23:00:00,07h 15m,2024-07-19 06:15:00,3.2,721.0,34
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 19,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 23:00:00,07h 00m,2024-07-19 06:00:00,2.5,721.0,27
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,HRTC - 92,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 23:50:00,07h 10m,2024-07-19 07:00:00,3.9,721.0,29
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,2024-07-18 17:47:00,08h 13m,2024-07-19 02:00:00,3.7,910.0,37
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-07-18 21:30:00,07h 00m,2024-07-19 04:30:00,4.6,474.0,50
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 11:45:00,07h 45m,2024-07-18 19:30:00,4.6,428.0,21
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),2024-07-18 23:00:00,06h 30m,2024-07-19 05:30:00,4.6,450.0,30
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 23:45:00,05h 45m,2024-07-19 05:30:00,4.5,529.0,41
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-07-18 21:50:00,06h 45m,2024-07-19 04:35:00,4.3,458.0,29
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),2024-07-18 22:40:00,07h 00m,2024-07-19 05:40:00,4.5,648.0,51
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 11:50:00,07h 10m,2024-07-18 19:00:00,3.8,500.0,39
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 23:15:00,06h 15m,2024-07-19 05:30:00,4.7,648.0,40
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 23:20:00,05h 40m,2024-07-19 05:00:00,3.9,495.0,41
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 22:15:00,06h 10m,2024-07-19 04:25:00,4.6,448.0,38
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 11:00:00,07h 30m,2024-07-18 18:30:00,3.4,250.0,39
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,FlixBus,A/C Seater (2+2),2024-07-18 12:25:00,07h 50m,2024-07-18 20:15:00,3.7,416.0,32
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,FlixBus,A/C Seater (2+2),2024-07-18 21:25:00,07h 35m,2024-07-19 05:00:00,3.7,470.0,37
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-07-18 21:10:00,08h 20m,2024-07-19 05:30:00,3.0,539.0,35
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),2024-07-18 23:00:00,07h 00m,2024-07-19 06:00:00,2.3,1666.0,45
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 1139,Ordinary 3+2 Non AC Seater,2024-07-18 06:00:00,13h 00m,2024-07-18 19:00:00,5.0,716.0,37
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 165,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 07:00:00,12h 00m,2024-07-18 19:00:00,4.1,1247.0,26
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 562,Ordinary 3+2 Non AC Seater,2024-07-18 15:15:00,13h 15m,2024-07-19 04:30:00,3.8,752.0,37
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 522,Ordinary 3+2 Non AC Seater,2024-07-18 16:35:00,11h 40m,2024-07-19 04:15:00,3.8,716.0,37
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 524,Ordinary 3+2 Non AC Seater,2024-07-18 16:45:00,14h 15m,2024-07-19 07:00:00,3.8,743.0,37
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,2024-07-18 18:20:00,12h 10m,2024-07-19 06:30:00,3.2,782.0,26
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 537,Ordinary 3+2 Non AC Seater,2024-07-18 18:30:00,12h 00m,2024-07-19 06:30:00,3.8,715.0,37
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 548,Ordinary 3+2 Non AC Seater,2024-07-18 19:31:00,12h 19m,2024-07-19 07:50:00,5.0,743.0,28
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 547,A/C Executive (2+3),2024-07-18 20:16:00,10h 24m,2024-07-19 06:40:00,2.7,846.0,39
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 558,Ordinary 3+2 Non AC Seater,2024-07-18 20:20:00,11h 40m,2024-07-19 08:00:00,3.8,715.0,17
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 20:29:00,11h 31m,2024-07-19 08:00:00,4.2,1299.0,19
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 565,Ordinary 3+2 Non AC Seater,2024-07-18 21:05:00,10h 55m,2024-07-19 08:00:00,3.6,716.0,28
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 82,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 21:55:00,11h 35m,2024-07-19 09:30:00,4.4,1332.0,22
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 575,A/C Executive (2+3),2024-07-18 21:59:00,12h 36m,2024-07-19 10:35:00,2.9,745.0,27
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),2024-07-18 20:15:00,11h 30m,2024-07-19 07:45:00,4.7,675.0,23
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-07-18 19:00:00,11h 00m,2024-07-19 06:00:00,4.6,759.0,34
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:00:00,11h 15m,2024-07-19 07:15:00,4.6,694.0,10
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:00:00,11h 15m,2024-07-19 07:15:00,4.5,690.0,21
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:00:00,11h 00m,2024-07-19 07:00:00,4.4,665.0,31
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 21:20:00,10h 40m,2024-07-19 08:00:00,4.4,962.0,25
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-07-18 21:00:00,11h 15m,2024-07-19 08:15:00,4.2,854.0,26
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:15:00,10h 45m,2024-07-19 07:00:00,3.7,739.0,33
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:55:00,10h 05m,2024-07-19 06:00:00,3.6,647.0,17
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Northern Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:00:00,11h 30m,2024-07-19 07:30:00,3.5,659.0,25
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 906,Ordinary 3+2 Non AC Seater,2024-07-18 04:00:00,14h 15m,2024-07-18 18:15:00,3.9,694.0,11
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 906,Ordinary 3+2 Non AC Seater,2024-07-18 05:00:00,13h 15m,2024-07-18 18:15:00,3.2,672.0,11
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 923,Ordinary 3+2 Non AC Seater,2024-07-18 07:00:00,13h 00m,2024-07-18 20:00:00,3.8,680.0,37
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,2024-07-18 15:00:00,13h 40m,2024-07-19 04:40:00,3.9,758.0,27
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,2024-07-18 15:40:00,13h 00m,2024-07-19 04:40:00,2.6,733.0,27
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,2024-07-18 17:00:00,13h 00m,2024-07-19 06:00:00,3.3,779.0,27
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 17:35:00,12h 50m,2024-07-19 06:25:00,2.3,1310.0,30
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,2024-07-18 18:00:00,12h 00m,2024-07-19 06:00:00,3.0,755.0,27
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 925,A/C Executive (2+3),2024-07-18 18:00:00,12h 30m,2024-07-19 06:30:00,2.7,856.0,43
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 18:30:00,11h 55m,2024-07-19 06:25:00,3.3,1274.0,30
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 925,A/C Executive (2+3),2024-07-18 18:40:00,11h 50m,2024-07-19 06:30:00,3.2,834.0,32
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 19:05:00,12h 40m,2024-07-19 07:45:00,4.3,1295.0,29
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 905,Ordinary 3+2 Non AC Seater,2024-07-18 19:35:00,12h 10m,2024-07-19 07:45:00,3.4,714.0,37
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 20:05:00,11h 40m,2024-07-19 07:45:00,3.6,1259.0,33
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,HRTC - 905,Ordinary 3+2 Non AC Seater,2024-07-18 20:15:00,11h 30m,2024-07-19 07:45:00,2.7,692.0,37
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-07-18 20:38:00,09h 52m,2024-07-19 06:30:00,4.8,694.0,45
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-07-18 19:00:00,10h 30m,2024-07-19 05:30:00,4.8,657.0,14
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-18 20:00:00,10h 20m,2024-07-19 06:20:00,4.7,759.0,13
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:40:00,10h 10m,2024-07-19 06:50:00,3.8,611.0,32
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:35:00,09h 30m,2024-07-19 05:05:00,4.7,650.0,28
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),2024-07-18 21:15:00,10h 15m,2024-07-19 07:30:00,4.7,675.0,18
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-07-18 20:30:00,10h 00m,2024-07-19 06:30:00,4.7,694.0,45
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),2024-07-18 21:35:00,09h 20m,2024-07-19 06:55:00,4.7,624.0,38
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-18 19:55:00,10h 25m,2024-07-19 06:20:00,4.7,759.0,14
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-07-18 19:30:00,10h 15m,2024-07-19 05:45:00,4.7,629.0,20
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),2024-07-18 21:00:00,10h 30m,2024-07-19 07:30:00,4.7,675.0,18
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:30:00,09h 35m,2024-07-19 05:05:00,4.6,658.0,28
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-07-18 18:45:00,10h 45m,2024-07-19 05:30:00,4.5,657.0,14
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),2024-07-18 21:30:00,09h 25m,2024-07-19 06:55:00,4.7,656.0,38
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-07-18 19:30:00,10h 15m,2024-07-19 05:45:00,4.6,629.0,20
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:30:00,10h 50m,2024-07-19 06:20:00,4.2,620.0,31
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:35:00,10h 45m,2024-07-19 06:20:00,3.9,620.0,31
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 20:30:00,10h 20m,2024-07-19 06:50:00,4.0,611.0,32
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 19:00:00,10h 10m,2024-07-19 05:10:00,3.8,630.0,34
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),2024-07-18 19:30:00,10h 45m,2024-07-19 06:15:00,3.4,799.0,21
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,FlixBus,A/C Seater (2+2),2024-07-18 18:00:00,11h 20m,2024-07-19 05:20:00,4.4,766.0,37
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),2024-07-18 19:00:00,11h 15m,2024-07-19 06:15:00,3.0,799.0,21
Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-07-18 18:50:00,10h 20m,2024-07-19 05:10:00,2.6,630.0,34
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 69,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 00:40:00,06h 50m,2024-07-18 07:30:00,4.6,721.0,35
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 6,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 06:45:00,08h 15m,2024-07-18 15:00:00,4.8,721.0,34
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 592,A/C Executive (2+3),2024-07-18 08:05:00,07h 55m,2024-07-18 16:00:00,3.6,404.0,42
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 129,Ordinary 3+2 Non AC Seater,2024-07-18 08:50:00,08h 40m,2024-07-18 17:30:00,4.3,404.0,37
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 7,Himsuta AC Seater Volvo/Scania 2+2,2024-07-18 09:25:00,07h 35m,2024-07-18 17:00:00,4.7,721.0,21
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 657,Ordinary 3+2 Non AC Seater,2024-07-18 11:00:00,09h 00m,2024-07-18 20:00:00,4.3,404.0,33
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 515,Ordinary 3+2 Non AC Seater,2024-07-18 12:30:00,07h 45m,2024-07-18 20:15:00,2.7,404.0,37
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 525,Ordinary 3+2 Non AC Seater,2024-07-18 16:50:00,06h 50m,2024-07-18 23:40:00,4.3,404.0,27
